player_name(team_name),m1(run),m1(bowl),m1(sr),m1(op),m1(vnu),m2(run),m2(bowl),m2(sr),m2(4),m2(6),m2(op),m2(vnu),m3(run),m3(bowl),m3(sr),m3(4),m3(6),m3(op),m3(vnu),m4(run),m4(bowl),m4(sr),m4(4),m4(6),m4(op),m4(vnu),m5(run),m5(bowl),m5(sr),m5(4),m5(6),m5(op),m5(vnu),m6(run),m6(bowl),m6(sr),m6(4),m6(6),m6(op),m6(vnu),m7(run),m7(bowl),m7(sr),m7(4),m7(6),m7(op),m7(vnu),m8(run),m8(bowl),m8(sr),m8(4),m8(6),m8(op),m8(vnu),m9(run),m9(bowl),m9(sr),m9(4),m9(6),m9(op),m9(vnu),m10(run),m10(bowl),m10(sr),m10(4),m10(6),m10(op),m10(vnu),t(50),t(100),t(4),t(6),truns,tbf,avg.run,avg.sr,rf(50),rf(100),drb,truns(%),tbf(%),country,player_role,match_format,venue_type,opposition,pitch_type,weather,opposition_strength,recent_form_score,consistency_score,performance_label,source_file,wickets,m1(rab),m1(4),m1(6),m1(over),m1(wic),m1(mdn),m1(ecn),m1(w/l),m2(rab),m2(over),m2(wic),m2(mdn),m2(ecn),m2(w/l),m3(rab),m3(over),m3(wic),m3(mdn),m3(ecn),m3(w/l),m4(rab),m4(over),m4(wic),m4(mdn),m4(ecn),m4(w/l),m5(rab),m5(over),m5(wic),m5(mdn),m5(ecn),m5(w/l),m6(rab),m6(over),m6(wic),m6(mdn),m6(ecn),m6(w/l),m7(rab),m7(over),m7(wic),m7(mdn),m7(ecn),m7(w/l),m8(rab),m8(over),m8(wic),m8(mdn),m8(ecn),m8(w/l),m9(rab),m9(over),m9(wic),m9(mdn),m9(ecn),m9(w/l),m10(rab),m10(over),m10(wic),m10(mdn),m10(ecn),m10(w/l),t.wic,t.mdn,avg.rab,avg.bf,batting.sr,avg.over,avg.run.given,ecn,trab,t.over,ballsbowled,trungiven,bsr,unnamed:_0
Usman Shinwari,76.18,7.35,0,Australia,Dubai,78.68,59.53,0,0,0,Australia,Dubai,33.82,66.41,0,0,0,Australia,Dubai,16.52,53.07,0,0,0,Australia,Dubai,52.1,20.38,0,0,0,Australia,Dubai,37.59,13.23,0,0,0,Australia,Dubai,33.42,12.33,0,0,0,Australia,Dubai,113.72,11.48,0,0,0,Australia,Dubai,215.91,12.36,0,0,0,Australia,Dubai,12.18,14.47,0,0,0,Australia,Dubai,2.06,0.0,0.0,0.0,270.86,381.75,29.46,78.89,0.21,0.0,0.0,2.84,3.63,Australia,Bowler,Test,Away,Bangladesh,Bowling,Clear,58.17,26.37,48.07,98.49,test__static__Bowlers Dataset (Australia).csv,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Husnain Talat,93.88,92.51,0,Australia,Dubai,93.38,52.24,0,0,0,Australia,Dubai,68.66,11.97,0,0,0,Australia,Dubai,11.92,24.71,0,0,0,Australia,Dubai,21.29,20.69,0,0,0,Australia,Dubai,33.31,15.43,0,0,0,Australia,Dubai,99.21,62.34,0,0,0,Australia,Dubai,123.92,21.29,0,0,0,Australia,Dubai,54.71,11.42,0,0,0,Australia,Dubai,21.44,34.03,0,0,0,Australia,Dubai,3.07,0.0,0.0,0.0,337.6,488.94,34.71,73.35,0.31,0.0,0.0,3.36,5.03,Australia,Bowler,Test,Home,England,Balanced,Clear,82.15,25.58,62.48,55.65,test__static__Bowlers Dataset (Australia).csv,15.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zulfiqar Babar,56.23,43.02,0,Australia,Dubai,34.97,62.56,0,0,0,Australia,Dubai,159.03,10.53,0,0,0,Australia,Dubai,82.01,42.57,0,0,0,Australia,Dubai,54.62,33.4,0,0,0,Australia,Dubai,14.72,58.88,0,0,0,Australia,Dubai,83.95,33.68,0,0,0,Australia,Dubai,55.13,66.52,0,0,0,Australia,Dubai,15.66,64.76,0,0,0,Australia,Dubai,53.39,51.84,0,0,0,Australia,Dubai,0.0,0.0,0.0,0.0,142.87,227.27,14.29,64.83,0.0,0.0,0.0,1.4,2.14,Australia,Bowler,Test,Neutral,Sri Lanka,Balanced,Overcast,67.66,17.16,69.83,95.01,test__static__Bowlers Dataset (Australia).csv,36.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Nawaz,24.77,28.0,0,Australia,Dubai,13.42,55.68,0,0,0,Australia,Dubai,12.56,30.71,0,0,0,Australia,Dubai,68.28,24.42,0,0,0,Australia,Dubai,21.33,53.55,0,0,0,Australia,Dubai,23.01,12.24,0,0,0,Australia,Dubai,72.09,57.87,0,0,0,Australia,Dubai,58.82,53.95,0,0,0,Australia,Dubai,16.27,57.82,0,0,0,Australia,Dubai,27.83,23.62,0,0,0,Australia,Dubai,1.95,2.09,0.0,0.0,503.48,596.85,50.85,82.19,0.2,0.19,0.0,4.92,5.89,Australia,Bowler,Test,Away,Afghanistan,Bowling,Overcast,54.66,30.26,65.64,99.87,test__static__Bowlers Dataset (Australia).csv,43.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saad Nasim,149.5,124.64,0,Australia,Dubai,85.1,35.07,0,0,0,Australia,Dubai,10.8,65.57,0,0,0,Australia,Dubai,44.0,33.71,0,0,0,Australia,Dubai,21.17,59.19,0,0,0,Australia,Dubai,12.22,12.22,0,0,0,Australia,Dubai,94.88,12.1,0,0,0,Australia,Dubai,16.75,56.54,0,0,0,Australia,Dubai,11.48,15.36,0,0,0,Australia,Dubai,21.19,24.76,0,0,0,Australia,Dubai,0.0,1.03,0.0,0.0,273.84,307.64,26.05,82.15,0.0,0.1,0.0,2.6,3.28,Australia,Bowler,Test,Away,India,Bowling,Clear,91.53,21.33,58.38,97.18,test__static__Bowlers Dataset (Australia).csv,37.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilawal Bhatti ,1.0,2.02,0,Australia,Dubai,96.77,24.53,0,0,0,Australia,Dubai,31.78,14.32,0,0,0,Australia,Dubai,91.3,58.8,0,0,0,Australia,Dubai,12.52,6.22,0,0,0,Australia,Dubai,3.03,5.74,0,0,0,Australia,Dubai,11.62,5.83,0,0,0,Australia,Dubai,10.48,4.12,0,0,0,Australia,Dubai,220.14,24.86,0,0,0,Australia,Dubai,12.36,12.56,0,0,0,Australia,Dubai,1.04,0.0,0.0,0.0,127.42,181.13,12.88,70.14,0.1,0.0,0.0,1.24,1.97,Australia,Bowler,Test,Neutral,New Zealand,Batting,Humid,75.33,36.09,42.32,96.9,test__static__Bowlers Dataset (Australia).csv,24.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Amir,43.18,53.15,0,England,Dubai,47.8,53.1,0,0,0,England,Dubai,33.3,47.07,0,0,0,England,Dubai,50.6,57.85,0,0,0,England,Dubai,8.11,34.47,0,0,0,England,Dubai,154.88,114.55,0,0,0,England,Dubai,0.0,2.09,0,0,0,England,Dubai,2.02,7.84,0,0,0,England,Dubai,138.09,122.56,0,0,0,England,Dubai,5.0,4.08,0,0,0,England,Dubai,1.04,4.1,0.0,0.0,604.37,555.63,30.15,68.23,0.21,0.49,0.0,5.52,5.14,England,Bowler,ODI,Home,Australia,Balanced,Overcast,90.98,20.01,70.5,96.52,test__static__Bowlers Dataset (England).csv,58.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junaid Khan,14.64,48.57,0,England,Dubai,63.46,34.86,0,0,0,England,Dubai,21.48,52.89,0,0,0,England,Dubai,35.24,49.64,0,0,0,England,Dubai,43.94,67.24,0,0,0,England,Dubai,17.13,26.55,0,0,0,England,Dubai,31.48,63.02,0,0,0,England,Dubai,43.45,64.02,0,0,0,England,Dubai,80.23,94.21,0,0,0,England,Dubai,93.96,124.55,0,0,0,England,Dubai,4.13,0.0,0.0,0.0,535.67,643.7,52.6,54.39,0.5,0.0,0.0,5.11,6.21,England,Bowler,ODI,Neutral,New Zealand,Bowling,Overcast,80.86,15.54,42.22,98.22,test__static__Bowlers Dataset (England).csv,42.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shadab khan,13.37,26.21,0,England,Dubai,14.48,25.06,0,0,0,England,Dubai,48.96,33.17,0,0,0,England,Dubai,96.43,35.7,0,0,0,England,Dubai,75.11,21.31,0,0,0,England,Dubai,3.88,5.07,0,0,0,England,Dubai,34.51,40.46,0,0,0,England,Dubai,63.92,54.73,0,0,0,England,Dubai,68.23,64.78,0,0,0,England,Dubai,36.92,62.95,0,0,0,England,Dubai,4.86,0.0,0.0,0.0,485.82,522.51,43.63,22.39,0.5,0.0,0.0,4.64,5.04,England,Bowler,ODI,Home,South Africa,Balanced,Clear,76.39,23.77,57.07,97.24,test__static__Bowlers Dataset (England).csv,56.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umer Gull,59.87,21.18,0,England,Dubai,54.5,33.35,0,0,0,England,Dubai,46.54,14.35,0,0,0,England,Dubai,64.83,59.88,0,0,0,England,Dubai,85.32,33.51,0,0,0,England,Dubai,55.75,73.43,0,0,0,England,Dubai,23.93,39.72,0,0,0,England,Dubai,22.71,21.9,0,0,0,England,Dubai,115.53,119.89,0,0,0,England,Dubai,12.56,28.62,0,0,0,England,Dubai,4.9,1.01,0.0,0.0,444.88,513.81,47.53,22.72,0.48,0.3,0.0,4.77,5.07,England,Bowler,ODI,Home,Afghanistan,Batting,Humid,54.8,39.21,63.5,95.43,test__static__Bowlers Dataset (England).csv,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imad Wasim,66.92,23.77,0,England,Dubai,46.54,59.72,0,0,0,England,Dubai,62.9,35.07,0,0,0,England,Dubai,111.9,53.64,0,0,0,England,Dubai,32.46,20.66,0,0,0,England,Dubai,31.64,40.38,0,0,0,England,Dubai,44.39,67.16,0,0,0,England,Dubai,23.83,10.42,0,0,0,England,Dubai,0.0,2.95,0,0,0,England,Dubai,9.43,15.16,0,0,0,England,Dubai,0.96,0.0,0.0,0.0,253.31,312.0,28.23,20.36,0.99,0.0,0.0,4.04,3.19,England,Bowler,ODI,Neutral,Bangladesh,Batting,Overcast,58.2,26.91,55.9,84.62,test__static__Bowlers Dataset (England).csv,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hassan Ali,77.27,21.51,0,England,Dubai,11.45,44.13,0,0,0,England,Dubai,53.15,8.3,0,0,0,England,Dubai,127.44,43.54,0,0,0,England,Dubai,14.76,52.99,0,0,0,England,Dubai,0.99,1.99,0,0,0,England,Dubai,15.41,36.35,0,0,0,England,Dubai,42.3,38.09,0,0,0,England,Dubai,0.0,17.79,0,0,0,England,Dubai,11.63,15.55,0,0,0,England,Dubai,1.0,0.0,0.0,0.0,223.02,350.57,22.7,13.59,0.1,0.0,0.0,4.26,3.25,England,Bowler,ODI,Away,South Africa,Balanced,Humid,76.66,16.64,59.24,61.64,test__static__Bowlers Dataset (England).csv,14.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umer Gull,98.05,15.27,0,England,Dubai,23.38,42.1,0,0,0,England,Dubai,33.9,35.13,0,0,0,England,Dubai,33.81,84.85,0,0,0,England,Dubai,66.85,20.9,0,0,0,England,Dubai,35.58,38.73,0,0,0,England,Dubai,57.77,65.74,0,0,0,England,Dubai,27.02,28.41,0,0,0,England,Dubai,5.12,14.39,0,0,0,England,Dubai,31.45,37.53,0,0,0,England,Dubai,3.06,0.0,0.0,0.0,290.55,351.67,21.3,58.42,0.4,0.0,0.0,3.05,3.29,England,Bowler,ODI,Away,Sri Lanka,Balanced,Overcast,65.11,30.35,60.12,96.84,test__static__Bowlers Dataset (England).csv,34.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahab Riaz,15.74,21.03,0,England,Dubai,25.07,65.77,0,0,0,England,Dubai,23.89,94.5,0,0,0,England,Dubai,14.34,65.86,0,0,0,England,Dubai,189.75,94.39,0,0,0,England,Dubai,3.02,4.82,0,0,0,England,Dubai,0.0,3.89,0,0,0,England,Dubai,0.97,7.81,0,0,0,England,Dubai,122.76,125.8,0,0,0,England,Dubai,35.66,52.26,0,0,0,England,Dubai,1.95,1.0,0.0,0.0,384.09,504.86,36.55,11.41,0.31,0.1,0.0,3.04,5.12,England,Bowler,ODI,Away,India,Balanced,Clear,86.34,22.67,44.2,56.76,test__static__Bowlers Dataset (England).csv,15.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shadab Khan,10.85,21.61,0,England,Dubai,44.05,44.87,0,0,0,England,Dubai,63.16,62.39,0,0,0,England,Dubai,78.17,14.95,0,0,0,England,Dubai,15.19,18.28,0,0,0,England,Dubai,55.02,63.07,0,0,0,England,Dubai,4.85,15.49,0,0,0,England,Dubai,42.44,71.57,0,0,0,England,Dubai,0.0,1.92,0,0,0,England,Dubai,8.8,14.33,0,0,0,England,Dubai,2.05,0.0,0.0,0.0,287.49,381.01,32.03,12.09,0.1,0.0,0.0,2.81,3.97,England,Bowler,ODI,Away,Australia,Batting,Overcast,91.38,19.29,62.87,104.56,test__static__Bowlers Dataset (England).csv,42.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sohail Tanveer,65.33,35.18,0,England,Dubai,59.88,14.45,0,0,0,England,Dubai,66.88,14.64,0,0,0,England,Dubai,93.65,15.26,0,0,0,England,Dubai,16.9,1.05,0,0,0,England,Dubai,50.39,78.33,0,0,0,England,Dubai,3.14,4.08,0,0,0,England,Dubai,2.95,1.93,0,0,0,England,Dubai,20.16,47.3,0,0,0,England,Dubai,2.91,6.67,0,0,0,England,Dubai,1.05,1.01,0.0,0.0,242.7,387.92,24.72,5.59,0.63,0.1,0.0,1.98,3.73,England,Bowler,ODI,Away,Australia,Bowling,Clear,92.65,41.0,69.0,102.26,test__static__Bowlers Dataset (England).csv,35.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul Razzaq,21.0,11.43,0,England,Dubai,88.35,64.47,0,0,0,England,Dubai,14.28,52.06,0,0,0,England,Dubai,54.66,52.63,0,0,0,England,Dubai,72.35,117.74,0,0,0,England,Dubai,6.2,19.87,0,0,0,England,Dubai,35.78,46.72,0,0,0,England,Dubai,1.05,7.84,0,0,0,England,Dubai,70.11,79.83,0,0,0,England,Dubai,110.11,100.12,0,0,0,England,Dubai,3.09,3.98,0.0,0.0,682.17,734.71,14.43,54.52,0.3,0.38,0.0,5.93,3.42,England,Bowler,ODI,Neutral,India,Balanced,Clear,86.61,42.28,67.6,98.12,test__static__Bowlers Dataset (England).csv,35.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shahid Afridi,68.01,14.38,0,England,Dubai,92.69,30.43,0,0,0,England,Dubai,10.83,58.37,0,0,0,England,Dubai,67.42,34.27,0,0,0,England,Dubai,69.39,114.54,0,0,0,England,Dubai,20.72,49.17,0,0,0,England,Dubai,31.98,36.17,0,0,0,England,Dubai,43.12,73.91,0,0,0,England,Dubai,15.46,15.69,0,0,0,England,Dubai,16.03,20.33,0,0,0,England,Dubai,2.1,0.96,0.0,0.0,478.0,525.83,49.07,52.92,0.1,0.1,0.0,4.65,5.79,England,Bowler,ODI,Neutral,West Indies,Batting,Overcast,66.82,35.21,70.3,60.2,test__static__Bowlers Dataset (England).csv,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faheem Ashraf,102.29,55.25,0,England,Dubai,7.31,3.13,0,0,0,England,Dubai,33.1,15.48,0,0,0,England,Dubai,65.87,15.23,0,0,0,England,Dubai,15.36,15.68,0,0,0,England,Dubai,4.06,4.97,0,0,0,England,Dubai,22.56,13.87,0,0,0,England,Dubai,0.98,2.09,0,0,0,England,Dubai,32.44,53.63,0,0,0,England,Dubai,45.53,69.76,0,0,0,England,Dubai,0.0,0.99,0.0,0.0,316.58,416.97,53.21,35.53,0.0,0.1,0.0,5.58,4.47,England,Bowler,ODI,Neutral,South Africa,Bowling,Overcast,76.87,26.43,53.1,55.8,test__static__Bowlers Dataset (England).csv,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaheen Afridi,33.46,20.33,0,England,Dubai,44.18,34.29,0,0,0,England,Dubai,56.8,59.47,0,0,0,England,Dubai,88.62,76.61,0,0,0,England,Dubai,32.82,114.77,0,0,0,England,Dubai,3.92,10.2,0,0,0,England,Dubai,37.27,57.98,0,0,0,England,Dubai,14.58,16.09,0,0,0,England,Dubai,0.0,4.87,0,0,0,England,Dubai,41.53,60.18,0,0,0,England,Dubai,2.01,1.02,0.0,0.0,441.19,561.44,14.66,65.94,0.39,0.1,0.0,6.22,5.76,England,Bowler,ODI,Neutral,Pakistan,Batting,Humid,81.9,33.67,46.53,55.46,test__static__Bowlers Dataset (England).csv,14.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruman Raees,22.38,56.96,0,England,Dubai,84.97,11.99,0,0,0,England,Dubai,11.43,9.14,0,0,0,England,Dubai,98.4,65.43,0,0,0,England,Dubai,31.61,15.56,0,0,0,England,Dubai,13.08,10.97,0,0,0,England,Dubai,65.1,69.75,0,0,0,England,Dubai,24.91,36.43,0,0,0,England,Dubai,126.89,124.04,0,0,0,England,Dubai,50.49,61.96,0,0,0,England,Dubai,4.09,0.97,0.0,0.0,460.78,489.71,35.54,65.44,0.1,0.1,0.0,4.15,4.98,England,Bowler,ODI,Away,Sri Lanka,Batting,Humid,68.55,25.67,41.67,19.55,test__static__Bowlers Dataset (England).csv,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usman Shinwari,25.86,48.88,0,England,Dubai,14.84,51.67,0,0,0,England,Dubai,25.32,59.9,0,0,0,England,Dubai,83.78,76.98,0,0,0,England,Dubai,18.62,55.25,0,0,0,England,Dubai,23.33,22.01,0,0,0,England,Dubai,12.0,23.9,0,0,0,England,Dubai,11.42,9.87,0,0,0,England,Dubai,12.53,12.09,0,0,0,England,Dubai,23.43,66.2,0,0,0,England,Dubai,1.91,0.0,0.0,0.0,275.59,362.18,22.76,46.06,0.21,0.0,0.0,2.1,3.76,England,Bowler,ODI,Away,Australia,Bowling,Overcast,89.61,27.91,39.63,101.64,test__static__Bowlers Dataset (England).csv,52.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Husnain Talat,35.53,14.29,0,England,Dubai,15.17,53.83,0,0,0,England,Dubai,33.9,27.35,0,0,0,England,Dubai,64.94,55.46,0,0,0,England,Dubai,27.98,23.45,0,0,0,England,Dubai,49.81,57.31,0,0,0,England,Dubai,42.98,65.52,0,0,0,England,Dubai,0.96,5.01,0,0,0,England,Dubai,22.54,57.18,0,0,0,England,Dubai,67.56,92.32,0,0,0,England,Dubai,2.86,0.0,0.0,0.0,336.79,480.98,13.2,54.28,0.3,0.0,0.0,2.0,4.76,England,Bowler,ODI,Neutral,Bangladesh,Bowling,Clear,61.62,31.67,49.55,102.29,test__static__Bowlers Dataset (England).csv,95.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zulfiqar Babar,15.02,14.28,0,England,Dubai,15.23,59.28,0,0,0,England,Dubai,55.27,39.01,0,0,0,England,Dubai,56.93,21.9,0,0,0,England,Dubai,20.83,34.19,0,0,0,England,Dubai,2.05,1.05,0,0,0,England,Dubai,33.93,57.56,0,0,0,England,Dubai,4.04,5.11,0,0,0,England,Dubai,0.97,8.62,0,0,0,England,Dubai,7.61,23.12,0,0,0,England,Dubai,0.0,0.0,0.0,0.0,136.96,224.06,13.03,12.52,0.1,0.0,0.0,1.47,2.29,England,Bowler,ODI,Home,South Africa,Batting,Humid,76.23,37.26,39.49,61.85,test__static__Bowlers Dataset (England).csv,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Nawaz,18.36,56.6,0,England,Dubai,1.03,34.96,0,0,0,England,Dubai,1.02,51.7,0,0,0,England,Dubai,85.0,20.34,0,0,0,England,Dubai,10.82,0.98,0,0,0,England,Dubai,119.13,119.54,0,0,0,England,Dubai,100.88,120.18,0,0,0,England,Dubai,0.0,0.99,0,0,0,England,Dubai,28.14,43.35,0,0,0,England,Dubai,22.76,34.56,0,0,0,England,Dubai,2.05,2.0,0.0,0.0,479.93,613.51,12.6,53.48,0.2,0.2,0.0,1.75,6.38,England,Bowler,ODI,Away,South Africa,Bowling,Clear,78.68,41.11,61.92,96.67,test__static__Bowlers Dataset (England).csv,33.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
